,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,monthlycharges_range,tenure_range
3640,Male,0,No,No,1,Yes,No,Yes,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.6,7090.06,Yes,81 - 100,1 - 12
3641,Male,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.45,905080.0405,No,21 - 40,37 - 48
3642,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,400030.0105,No,1 - 20,13 - 24
3643,Male,0,No,No,1,Yes,No,Yes,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.9,7050.09,Yes,61 - 80,1 - 12
3644,Male,0,Yes,No,1,Yes,No,Yes,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.2,7060.02,Yes,61 - 80,1 - 12
3645,Male,0,Yes,No,64,Yes,Yes,Yes,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),66.15,40309020.05,No,61 - 80,61 - 72
3646,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,1090.0205,Yes,1 - 20,1 - 12
3647,Female,0,Yes,No,46,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.1,30106080.0,No,61 - 80,37 - 48
3648,Female,1,Yes,Yes,28,No,No phone service,Yes,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,39.1,10009060.06,No,41 - 60,25 - 36
3649,Female,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,606090.0405,No,21 - 40,25 - 36
3650,Male,0,Yes,Yes,39,Yes,No,Yes,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,59.8,20304030.0805,No,61 - 80,37 - 48
3651,Female,0,Yes,No,42,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,84.3,30508080.04,Yes,81 - 100,37 - 48
3652,Female,0,No,No,1,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,48.6,4080.06,No,41 - 60,1 - 12
3653,Female,0,No,No,7,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.0,502020.0905,Yes,81 - 100,1 - 12
3654,Male,1,Yes,No,70,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),105.35,70501010.09,No,101 - 120,61 - 72
3655,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.1,10702050.0,No,21 - 40,61 - 72
3656,Male,0,No,No,1,Yes,No,Yes,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.75,4090.0705,No,41 - 60,1 - 12
3657,Male,0,Yes,No,18,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,10609010.09,No,81 - 100,13 - 24
3658,Male,0,Yes,No,24,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.0,20204080.0005,No,81 - 100,13 - 24
3659,Male,0,No,No,63,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),71.9,40407090.02,No,61 - 80,61 - 72
3660,Female,0,No,Yes,44,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,77.55,30407010.01,No,81 - 100,37 - 48
3661,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.85,6030.0,No,1 - 20,1 - 12
3662,Female,0,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,7000.0205,Yes,61 - 80,1 - 12
3663,Female,0,Yes,Yes,37,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.25,30301040.0105,No,81 - 100,37 - 48
3664,Female,1,No,No,10,Yes,No,Yes,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.6,806050.0505,Yes,81 - 100,1 - 12
3665,Male,0,No,No,34,No,No phone service,Yes,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.05,805020.07,No,21 - 40,25 - 36
3666,Male,0,Yes,No,35,No,No phone service,Yes,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),53.15,10903000.09,No,41 - 60,25 - 36
3667,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.15,9010.04,No,21 - 40,1 - 12
3668,Female,1,Yes,No,39,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,30904090.0105,No,101 - 120,37 - 48
3669,Male,1,Yes,No,43,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.55,40300040.0,No,101 - 120,37 - 48
3670,Female,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.1,400090.09,Yes,21 - 40,13 - 24
3671,Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.3,10505040.09,No,21 - 40,61 - 72
3672,Female,0,Yes,No,49,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,71.8,30407020.0005,No,61 - 80,49 - 60
3673,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7,101070.08,No,1 - 20,1 - 12
3674,Female,0,Yes,Yes,64,No,No phone service,Yes,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,49.85,30201000.0305,No,41 - 60,61 - 72
3675,Male,0,No,No,3,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.6,200070.04,No,61 - 80,1 - 12
3676,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,1090.0705,No,1 - 20,1 - 12
3677,Male,0,Yes,No,40,Yes,No,Yes,No,Yes,Yes,No,No,No,One year,No,Electronic check,80.8,30103020.0705,No,81 - 100,37 - 48
3678,Female,0,No,Yes,1,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.0,6000.0,Yes,61 - 80,1 - 12
3679,Male,0,No,No,8,Yes,Yes,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,604090.0605,Yes,81 - 100,1 - 12
3680,Female,1,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.85,2000.0805,Yes,21 - 40,1 - 12
3681,Female,1,Yes,No,34,Yes,No,Yes,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),64.2,20100060.03,No,61 - 80,25 - 36
3682,Female,0,Yes,No,1,No,No phone service,Yes,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,35.0,3050.0,No,21 - 40,1 - 12
3683,Female,0,No,No,39,No,No phone service,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,20001010.04,Yes,41 - 60,37 - 48
3684,Female,1,Yes,No,58,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.5,60200050.05,Yes,101 - 120,49 - 60
3685,Male,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.2,900030.07,No,1 - 20,37 - 48
3686,Male,1,No,No,6,Yes,No,Yes,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.15,500030.06,Yes,81 - 100,1 - 12
3687,Male,0,No,No,43,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),90.65,30808020.03,No,81 - 100,37 - 48
3688,Male,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.0,807090.08,No,21 - 40,37 - 48
3689,Male,0,No,No,5,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.65,308030.0605,No,61 - 80,1 - 12
3690,Male,0,No,No,72,No,No phone service,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.2,40309000.0205,No,61 - 80,61 - 72
3691,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,6080.02,No,1 - 20,1 - 12
3692,Male,0,Yes,Yes,9,Yes,No,Yes,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,54.8,405020.08,No,41 - 60,1 - 12
3693,Male,1,Yes,No,72,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),73.45,50302090.0,No,61 - 80,61 - 72
3694,Female,0,Yes,No,33,Yes,No,Yes,No,No,No,Yes,No,No,One year,Yes,Mailed check,51.45,10705080.09,No,41 - 60,25 - 36
3695,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),80.45,50703070.06,No,81 - 100,61 - 72
3696,Male,0,Yes,No,22,Yes,No,Yes,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.2,10105020.07,Yes,41 - 60,13 - 24
3697,Female,0,Yes,No,70,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.5,70607040.0505,Yes,101 - 120,61 - 72
3698,Male,0,Yes,Yes,21,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.4,20105070.0905,Yes,101 - 120,13 - 24
3699,Male,0,No,No,15,Yes,No,Yes,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.3,10201090.0805,No,81 - 100,13 - 24
3700,Male,1,Yes,No,29,Yes,Yes,Yes,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.3,20401040.0505,No,81 - 100,25 - 36
3701,Female,0,Yes,Yes,15,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),76.5,10105050.06,No,61 - 80,13 - 24
3702,Male,1,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,70504080.01,Yes,101 - 120,61 - 72
3703,Male,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.4,10800090.0305,No,21 - 40,61 - 72
3704,Female,0,Yes,No,19,Yes,Yes,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,10506040.04,No,81 - 100,13 - 24
3705,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,1090.0605,No,1 - 20,1 - 12
3706,Female,0,No,No,1,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,7050.07,Yes,61 - 80,1 - 12
3707,Female,0,No,No,2,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.55,8040.04,No,41 - 60,1 - 12
3708,Female,1,Yes,Yes,11,Yes,Yes,Yes,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.1,806040.0805,No,81 - 100,1 - 12
3709,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,202080.0705,No,1 - 20,1 - 12
3710,Female,0,Yes,No,70,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.5,70705020.0005,No,101 - 120,61 - 72
3711,Female,1,Yes,No,20,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,90.8,10905010.0,Yes,81 - 100,13 - 24
3712,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.3,407000.06,No,21 - 40,13 - 24
3713,Male,1,No,No,49,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),81.35,40006000.09,No,81 - 100,49 - 60
3714,Female,0,Yes,Yes,4,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.95,308040.05,Yes,101 - 120,1 - 12
3715,Male,0,No,No,32,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,30403020.09,Yes,101 - 120,25 - 36
3716,Male,0,No,Yes,2,Yes,No,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.3,100080.0605,No,41 - 60,1 - 12
3717,Male,1,Yes,No,69,No,No phone service,Yes,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),56.55,30905020.0605,No,41 - 60,61 - 72
3718,Male,0,No,No,6,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.5,406030.0005,Yes,81 - 100,1 - 12
3719,Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,409040.0005,No,1 - 20,13 - 24
3720,Female,0,No,No,32,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.05,30401060.0805,No,101 - 120,25 - 36
3721,Female,0,No,No,27,Yes,No,Yes,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),52.85,10409080.0605,No,41 - 60,25 - 36
3722,Female,1,Yes,No,27,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.3,20806070.0705,Yes,101 - 120,25 - 36
3723,Male,0,No,No,58,Yes,Yes,Yes,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.65,40800070.0305,No,81 - 100,49 - 60
3724,Male,0,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.35,7010.0305,Yes,61 - 80,1 - 12
3725,Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.65,407010.0305,No,21 - 40,13 - 24
3726,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.3,10004010.08,No,21 - 40,37 - 48
3727,Female,0,Yes,Yes,70,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.2,70608090.08,No,101 - 120,61 - 72
3728,Female,0,No,No,13,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.4,10103020.0305,Yes,81 - 100,13 - 24
3729,Female,0,Yes,Yes,36,Yes,No,Yes,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.05,10801050.0,No,41 - 60,25 - 36
3730,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.8,10301010.03,No,1 - 20,61 - 72
3731,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,109090.0405,No,1 - 20,1 - 12
3732,Male,1,No,No,19,Yes,No,Yes,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.3,10603070.03,No,81 - 100,13 - 24
3733,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,10302060.0305,No,1 - 20,61 - 72
3734,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.4,60307060.0505,No,81 - 100,61 - 72
3735,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,903050.09,No,21 - 40,37 - 48
3736,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,2000.0005,No,21 - 40,1 - 12
3737,Male,0,Yes,Yes,18,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.25,10601010.0105,No,81 - 100,13 - 24
3738,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,2000.06,Yes,21 - 40,1 - 12
3739,Male,1,Yes,No,67,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),102.9,60908090.07,No,101 - 120,61 - 72
3740,Male,0,Yes,Yes,69,No,No phone service,Yes,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,39.1,20707090.05,No,41 - 60,61 - 72
3741,Male,0,No,No,19,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.95,10903010.0705,Yes,101 - 120,13 - 24
3742,Male,1,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,114.5,80303010.0905,No,101 - 120,61 - 72
3743,Female,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,703050.09,No,21 - 40,37 - 48
3744,Male,1,Yes,No,40,Yes,No,Yes,No,No,No,No,No,Yes,One year,No,Electronic check,55.8,20208030.03,No,41 - 60,37 - 48
3745,Female,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.2,10404050.02,No,21 - 40,61 - 72
3746,Female,0,No,No,10,Yes,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.0,801080.0005,Yes,81 - 100,1 - 12
3747,Male,0,Yes,No,32,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),72.8,20303030.0005,No,61 - 80,25 - 36
3748,Female,0,No,No,21,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.85,10909020.0505,No,101 - 120,13 - 24
3749,Female,1,No,No,59,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.5,50809000.0,No,101 - 120,49 - 60
3750,Female,1,Yes,No,13,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,901060.0705,Yes,61 - 80,13 - 24
3751,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,10002090.08,No,21 - 40,37 - 48
3752,Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.0,10709060.0505,No,21 - 40,61 - 72
3753,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.9,3030.07,No,1 - 20,1 - 12
3754,Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.05,405040.0005,No,1 - 20,13 - 24
3755,Male,1,Yes,No,15,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,96.5,10309020.0205,No,101 - 120,13 - 24
3756,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,10004090.06,No,1 - 20,49 - 60
3757,Female,1,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.7,703040.06,No,21 - 40,25 - 36
3758,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,407050.01,No,21 - 40,13 - 24
3759,Female,0,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.15,7000.0105,Yes,61 - 80,1 - 12
3760,Male,1,Yes,No,16,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.55,10504000.0005,No,81 - 100,13 - 24
3761,Female,0,Yes,Yes,48,No,No phone service,Yes,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,39.4,10907080.0605,No,41 - 60,37 - 48
3762,Male,1,Yes,No,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.7,30108010.08,No,101 - 120,25 - 36
3763,Female,0,No,No,3,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,202090.07,No,61 - 80,1 - 12
3764,Male,1,No,No,57,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,93.75,50602050.0505,No,81 - 100,49 - 60
3765,Female,1,Yes,No,68,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.55,60508010.09,Yes,101 - 120,61 - 72
3766,Female,0,Yes,No,23,Yes,No,Yes,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),60.0,10304070.0105,No,61 - 80,13 - 24
3767,Female,0,Yes,No,65,Yes,No,Yes,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),59.8,30800080.02,No,61 - 80,61 - 72
3768,Male,0,Yes,No,44,Yes,No,Yes,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.65,30907040.0105,No,81 - 100,37 - 48
3769,Female,0,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.0,70606010.08,No,101 - 120,61 - 72
3770,Female,0,Yes,No,37,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),68.1,20407090.0205,No,61 - 80,37 - 48
3771,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,206060.06,No,21 - 40,1 - 12
3772,Male,0,Yes,Yes,69,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.95,50600010.04,No,81 - 100,61 - 72
3773,Female,0,No,No,35,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,60.55,10908020.06,No,61 - 80,25 - 36
3774,Male,0,No,No,5,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.6,303090.09,No,61 - 80,1 - 12
3775,Male,0,Yes,Yes,58,Yes,Yes,Yes,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),82.5,40802080.0005,No,81 - 100,49 - 60
3776,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),82.3,50908000.0505,No,81 - 100,61 - 72
3777,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,68.15,40800080.07,No,61 - 80,61 - 72
3778,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.3,2000.03,No,21 - 40,1 - 12
3779,Female,0,No,No,39,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,95.55,30609020.0805,Yes,81 - 100,37 - 48
3780,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.2,10006080.0105,No,21 - 40,49 - 60
3781,Female,0,No,No,27,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.2,20308030.06,No,81 - 100,25 - 36
3782,Female,1,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,6090.0605,Yes,61 - 80,1 - 12
3783,Female,1,No,No,1,Yes,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.3,8090.03,Yes,81 - 100,1 - 12
3784,Female,0,Yes,No,18,Yes,No,Yes,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,74.8,10403080.0005,No,61 - 80,13 - 24
3785,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.2,901070.0405,No,21 - 40,37 - 48
3786,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.4,60009060.0405,No,81 - 100,61 - 72
3787,Female,0,No,No,36,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.55,30007080.01,Yes,81 - 100,25 - 36
3788,Female,0,Yes,No,4,No,No phone service,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.15,9090.0905,No,21 - 40,1 - 12
3789,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,407050.02,No,1 - 20,25 - 36
3790,Female,0,Yes,Yes,40,No,No phone service,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.85,20003060.0505,No,41 - 60,37 - 48
3791,Male,0,Yes,No,63,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.4,60404040.0005,No,101 - 120,61 - 72
3792,Female,1,No,No,15,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,96.3,10402060.0705,Yes,101 - 120,13 - 24
3793,Male,0,No,No,14,Yes,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.5,706070.0505,No,41 - 60,13 - 24
3794,Male,1,Yes,No,72,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.75,70903020.05,No,101 - 120,61 - 72
3795,Male,0,No,No,39,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,40004000.0605,No,101 - 120,37 - 48
3796,Female,0,Yes,Yes,47,No,No phone service,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),60.0,20706080.0605,No,61 - 80,37 - 48
3797,Male,0,Yes,No,19,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),88.8,10607020.0305,No,81 - 100,13 - 24
